Ticker,Description,Sector,Industry,Exchange
RADIOCITY,MUSIC BROADCAST,Consumer Services,Broadcasting,NSE
RAILTEL,RAILTEL CORP OF IND LTD,Communications,Major Telecommunications,NSE
RAIN,RAIN INDUSTRIES LTD,Process Industries,Industrial Specialties,NSE
RAINBOW,RAINBOW CHILDRENS,Health Services,Hospital/Nursing Management,NSE
RAJESHEXPO,RAJESH EXPORTS,Consumer Durables,Other Consumer Specialties,NSE
RAJMET,RAJNANDINI METAL LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
RAJRATAN,RAJRATAN GLOBAL WIRE LTD,Producer Manufacturing,Metal Fabrication,NSE
RAJRILTD,RAJ RAYON INDUSTRIES LTD,Process Industries,Textiles,NSE
RAJSREESUG,RAJSHREE SUG &CHEM,Process Industries,Agricultural Commodities/Milling,NSE
RAJTV,RAJ TEL NETWORK,Consumer Services,Broadcasting,NSE
RALLIS,RALLIS INDIA LTD,Process Industries,Chemicals: Agricultural,NSE
RAMANEWS,SHREE RAMA NEWSPRI,Process Industries,Pulp & Paper,NSE
RAMAPHO,RAMA PHOSPHATES LTD,Process Industries,Chemicals: Agricultural,NSE
RAMASTEEL,RAMA STEEL TUBES,Non-Energy Minerals,Steel,NSE
RAMCOCEM,RAMCO CEMENTS(THE),Non-Energy Minerals,Construction Materials,NSE
RAMCOIND,RAMCO INDUSTRIES,Non-Energy Minerals,Construction Materials,NSE
RAMCOSYS,RAMCO SYSTEMS,Technology Services,Packaged Software,NSE
RAMKY,RAMKY INFRASTRUCTU,Industrial Services,Engineering & Construction,NSE
RAMRAT,RAM RATNA WIRES LTD,Producer Manufacturing,Electrical Products,NSE
RANASUG,RANA SUGARS LTD,Process Industries,Agricultural Commodities/Milling,NSE
RANEENGINE,RANE ENGINE VALVES,Producer Manufacturing,Auto Parts: OEM,NSE
RANEHOLDIN,RANE HOLDINGS LTD,Producer Manufacturing,Auto Parts: OEM,NSE
RATEGAIN,RATEGAIN TRAVEL TECHN LTD,Technology Services,Packaged Software,NSE
RATNAMANI,RATNAMANI MET &TBS,Non-Energy Minerals,Steel,NSE
RAYMOND,RAYMOND LTD,Process Industries,Textiles,NSE
RBA,RESTAURANT BRAND ASIA LTD,Consumer Services,Restaurants,NSE
RBL,RANE BRAKE LINING,Producer Manufacturing,Auto Parts: OEM,NSE
RBLBANK,RBL BANK LTD,Finance,Major Banks,NSE
RBMINFRA,RBM INFRACON LTD,Industrial Services,Engineering & Construction,NSE
RCF,RASHTRIYA CHEM & F,Process Industries,Chemicals: Agricultural,NSE
RCOM,RELIANCE COMM LTD,Communications,Major Telecommunications,NSE
RECLTD,REC LTD,Finance,Finance/Rental/Leasing,NSE
REDINGTON,REDINGTON LTD,Electronic Technology,Computer Peripherals,NSE
REFEX,REFEX INDUSTRIES L,Energy Minerals,Coal,NSE
REGENCERAM,REGENCY CERAMICS,Producer Manufacturing,Building Products,NSE
RELAXO,RELAXO FOOTWEARS,Consumer Non-Durables,Apparel/Footwear,NSE
RELCAPITAL,RELIANCE CAPITAL,Finance,Multi-Line Insurance,NSE
RELCHEMQ,RELIANCE CHEMOTEX IND LTD,Process Industries,Textiles,NSE
RELIABLE,RELIABLE DATA SERV,Technology Services,Data Processing Services,NSE
RELIANCE,RELIANCE INDS,Energy Minerals,Oil Refining/Marketing,NSE
RELIGARE,RELIGARE ENTERPRIS,Finance,Multi-Line Insurance,NSE
RELINFRA,RELIANCE INFRASTRU,Utilities,Electric Utilities,NSE
REMSONSIND,REMSONS INDS,Producer Manufacturing,Auto Parts: OEM,NSE
RENUKA,SHREE RENUKA SUGAR,Process Industries,Agricultural Commodities/Milling,NSE
REPCOHOME,REPCO HOME FIN LTD,Finance,Finance/Rental/Leasing,NSE
REPL,RUDRABHISHEK ENTERP LTD,Industrial Services,Engineering & Construction,NSE
REPRO,REPRO INDIA LTD,Commercial Services,Commercial Printing/Forms,NSE
RESPONIND,RESPONSIVE INDUSTR,Non-Energy Minerals,Forest Products,NSE
REVATHI,REVATHI EQUIPMENT,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
RGL,RENAISSANCE GLOBAL,Consumer Durables,Other Consumer Specialties,NSE
RHFL,RELIANCE HOME FIN,Finance,Finance/Rental/Leasing,NSE
RHIM,RHI MAGNESITA INDIA LTD,Producer Manufacturing,Miscellaneous Manufacturing,NSE
RICHA,RICHA INFO SYSTEMS,Electronic Technology,Computer Peripherals,NSE
RICOAUTO,RICO AUTO INDS,Producer Manufacturing,Auto Parts: OEM,NSE
RIIL,RELIANCE IND INFRA,Industrial Services,Oil & Gas Pipelines,NSE
RITCO,RITCO LOGISTICS LTD,Transportation,Trucking,NSE
RITES,RITES LTD,Commercial Services,Miscellaneous Commercial Services,NSE
RKDL,RAVI KUMAR DISTILL,Consumer Non-Durables,Beverages: Alcoholic,NSE
RKEC,RKEC PROJECTS LTD,Industrial Services,Engineering & Construction,NSE
RKFORGE,RAMKRISHNA FORGINS,Producer Manufacturing,Metal Fabrication,NSE
RMCL,RADHA MADHAV CORP,Commercial Services,Miscellaneous Commercial Services,NSE
RMDRIP,R M DRIP AND SPRIN,Producer Manufacturing,Industrial Machinery,NSE
RML,RANE(MADRAS)LTD,Producer Manufacturing,Auto Parts: OEM,NSE
RNAVAL,RELIANCE N AND E,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
ROHLTD,ROYAL ORCHID HOTEL,Consumer Services,Hotels/Resorts/Cruise lines,NSE
ROLEXRINGS,ROLEX RINGS LTD,Producer Manufacturing,Metal Fabrication,NSE
ROLLT,ROLLATAINERS LTD,Process Industries,Containers/Packaging,NSE
ROLTA,ROLTA INDIA,Technology Services,Information Technology Services,NSE
ROML,RAJ OIL MILLS LTD,Process Industries,Agricultural Commodities/Milling,NSE
ROSSARI,ROSSARI BIOTECH LTD,Process Industries,Chemicals: Specialty,NSE
ROSSELLIND,ROSSELL INDIA LTD,Electronic Technology,Aerospace & Defense,NSE
ROTO,ROTO PUMPS LTD,Producer Manufacturing,Industrial Machinery,NSE
ROUTE,ROUTE MOBILE LTD,Communications,Major Telecommunications,NSE
RPGLIFE,RPG LIFE SCIENCES,Health Technology,Pharmaceuticals: Major,NSE
RPOWER,RELIANCE POWER,Utilities,Electric Utilities,NSE
RPPINFRA,R.P.P.INFRA PROJEC,Industrial Services,Engineering & Construction,NSE
RPPL,RAJSHREE POLYPACK LTD,Process Industries,Containers/Packaging,NSE
RPSGVENT,RPSG VENTURES LTD,Finance,Financial Conglomerates,NSE
RSSOFTWARE,RS SOFTWARE (I),Technology Services,Packaged Software,NSE
RSWM,RSWM LTD,Process Industries,Textiles,NSE
RSYSTEMS,R SYSTEMS INTERNAT,Technology Services,Information Technology Services,NSE
RTNINDIA,RATTANINDIA ENT LTD,Commercial Services,Miscellaneous Commercial Services,NSE
RTNPOWER,RATTANINDIA POWER,Utilities,Electric Utilities,NSE
RUBYMILLS,RUBY MILLS,Process Industries,Textiles,NSE
RUCHINFRA,RUCHI INFRASTRUCTU,Transportation,Other Transportation,NSE
RUCHIRA,RUCHIRA PAPERS LTD,Process Industries,Pulp & Paper,NSE
RUPA,RUPA & CO LTD,Consumer Non-Durables,Apparel/Footwear,NSE
RUSHIL,RUSHIL DECOR LTD,Non-Energy Minerals,Forest Products,NSE
RUSTOMJEE,KEYSTONE REALTORS LTD,Finance,Real Estate Development,NSE
RVHL,RAVINDER HEIGHTS LTD,Consumer Durables,Homebuilding,NSE
RVNL,RAIL VIKAS NIGAM,Industrial Services,Engineering & Construction,NSE
SABAR,SABAR FLEX INDIA L,Process Industries,Containers/Packaging,NSE
SABEVENTS,SAB EVENTS & GOV N,Consumer Services,Publishing: Books/Magazines,NSE
SABTN,SRI ADHIKARI BROS,Consumer Services,Broadcasting,NSE
SADBHAV,SADBHAV ENGINEERIN,Industrial Services,Engineering & Construction,NSE
SADBHIN,SADBHAV INFRA PROJ,Industrial Services,Engineering & Construction,NSE
SAFARI,SAFARI IND (INDIA) LTD,Consumer Durables,Other Consumer Specialties,NSE
SAGARDEEP,SAGARDEEP ALLOYS L,Non-Energy Minerals,Other Metals/Minerals,NSE
SAGCEM,SAGAR CEMENTS,Non-Energy Minerals,Construction Materials,NSE
SAH,SAH POLYMERS LTD,Process Industries,Containers/Packaging,NSE
SAIL,STEEL AUTHOR INDIA,Non-Energy Minerals,Steel,NSE
SAKAR,SAKAR HEALTHCARE L,Health Technology,Pharmaceuticals: Major,NSE
SAKHTISUG,SAKTHI SUGAR,Process Industries,Agricultural Commodities/Milling,NSE
SAKSOFT,SAKSOFT LTD,Technology Services,Information Technology Services,NSE
SAKUMA,SAKUMA EXPORTS LTD,Distribution Services,Food Distributors,NSE
SALASAR,SALASAR TECHNO ENG,Producer Manufacturing,Metal Fabrication,NSE
SALONA,SALONA COTSPIN,Process Industries,Textiles,NSE
SALSTEEL,SAL STEEL LTD,Non-Energy Minerals,Steel,NSE
SALZERELEC,SALZER ELECTRONICS,Producer Manufacturing,Electrical Products,NSE
SAMBHAAV,SAMBHAAV MEDIA LTD,Consumer Services,Publishing: Newspapers,NSE
SANCO,SANCO IND LTD,Producer Manufacturing,Miscellaneous Manufacturing,NSE
SANDESH,SANDESH,Consumer Services,Publishing: Newspapers,NSE
SANDHAR,SANDHAR TECHNOLOGI,Consumer Durables,Motor Vehicles,NSE
SANGAMIND,SANGAM INDIA,Process Industries,Textiles,NSE
SANGHIIND,SANGHI INDUSTRIES,Non-Energy Minerals,Construction Materials,NSE
SANGHVIMOV,SANGHVI MOVERS,Finance,Finance/Rental/Leasing,NSE
SANGINITA,SANGINITA CHEMICALS LTD,Process Industries,Chemicals: Specialty,NSE
SANOFI,SANOFI INDIA LTD,Health Technology,Pharmaceuticals: Major,NSE
SANSERA,SANSERA ENGINEERING LTD,Producer Manufacturing,Auto Parts: OEM,NSE
SANWARIA,SANWARIA CONSUMER,Process Industries,Agricultural Commodities/Milling,NSE
SAPPHIRE,SAPPHIRE FOODS INDIA LTD,Consumer Services,Restaurants,NSE
SARDAEN,SARDA ENERGY & MIN,Non-Energy Minerals,Steel,NSE
SAREGAMA,SAREGAMA INDIA LTD,Consumer Services,Movies/Entertainment,NSE
SARLAPOLY,SARLA PERFORMANCE,Process Industries,Textiles,NSE
SARVESHWAR,SARVESHWAR FOODS LTD,Process Industries,Agricultural Commodities/Milling,NSE
SASKEN,SASKEN TECHNOLOGIE,Technology Services,Information Technology Services,NSE
SASTASUNDR,SASTASUNDAR VENTUR,Retail Trade,Internet Retail,NSE
SATIA,SATIA INDUSTRIES LTD,Process Industries,Pulp & Paper,NSE
SATIN,SATIN CREDIT CARE,Finance,Finance/Rental/Leasing,NSE
SATINDLTD,SAT INDUSTRIES LTD,Producer Manufacturing,Industrial Machinery,NSE
SBC,SBC EXPORTS LTD,Distribution Services,Wholesale Distributors,NSE
SBCL,SHIVALIK BIMETAL CON. LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
SBGLP,SURATWWALA BUS GROUP LTD,Finance,Real Estate Development,NSE
SBICARD,SBI CARDS & PAYMEN,Finance,Finance/Rental/Leasing,NSE
SBILIFE,SBI LIFE INSURANCE,Finance,Life/Health Insurance,NSE
SBIN,STATE BK OF INDIA,Finance,Regional Banks,NSE
SCAPDVR,STAMPEDE CAPITAL,Finance,Investment Banks/Brokers,NSE
SCHAEFFLER,SCHAEFFLER INDIA L,Producer Manufacturing,Metal Fabrication,NSE
SCHAND,S CHAND AND COMPAN,Consumer Services,Publishing: Books/Magazines,NSE
SCHNEIDER,SCHNEIDER ELECTR,Distribution Services,Wholesale Distributors,NSE
SCI,SHIPPING CP INDIA,Transportation,Air Freight/Couriers,NSE
SCPL,SHEETAL COOL PRODUCTS LTD,Consumer Non-Durables,Food: Meat/Fish/Dairy,NSE
SDBL,SOM DIST & BREW LTD,Consumer Non-Durables,Beverages: Alcoholic,NSE
SEAMECLTD,SEAMEC LTD,Industrial Services,Oilfield Services/Equipment,NSE
SECURCRED,SECUR CREDENTIALS LTD,Commercial Services,Financial Publishing/Services,NSE
SECURKLOUD,SECUREKLOUD TECH LTD,Technology Services,Information Technology Services,NSE
SEJALLTD,SEJAL GLASS LTD,Process Industries,Industrial Specialties,NSE
SELAN,SELAN EXPLORATION,Energy Minerals,Integrated Oil,NSE
SELMC,SEL MANUFACTURING CO LTD,Process Industries,Textiles,NSE
SEPC,SEPC LTD,Industrial Services,Engineering & Construction,NSE
SEPOWER,S.E. POWER LTD,Producer Manufacturing,Miscellaneous Manufacturing,NSE
SEQUENT,SEQUENT SCIENTIFIC,Health Technology,Pharmaceuticals: Major,NSE
SERVOTECH,SERVOTECH POWER SYS LTD.,Producer Manufacturing,Electrical Products,NSE
SESHAPAPER,SESHASAYEE PAPER&B,Process Industries,Pulp & Paper,NSE
SETCO,SETCO AUTOMOTIVE,Producer Manufacturing,Auto Parts: OEM,NSE
SETUINFRA,SETUBANDHAN INFRA LTD,Industrial Services,Engineering & Construction,NSE
SEYAIND,SEYA INDUSTRIES LTD,Process Industries,Chemicals: Major Diversified,NSE
SFL,SHEELA FOAM LTD,Process Industries,Industrial Specialties,NSE
SGIL,SYNERGY GREEN IND. LTD,Non-Energy Minerals,Steel,NSE
SGL,STL GLOBAL LTD,Process Industries,Textiles,NSE
SHAHALLOYS,SHAH ALLOYS,Non-Energy Minerals,Steel,NSE
SHAILY,SHAILY ENG PLASTICS LTD,Process Industries,Chemicals: Specialty,NSE
SHAKTIPUMP,SHAKTI PUMPS INDIA,Producer Manufacturing,Industrial Machinery,NSE
SHALBY,SHALBY LTD,Health Services,Hospital/Nursing Management,NSE
SHALPAINTS,SHALIMAR PAINTS,Process Industries,Industrial Specialties,NSE
SHANKARA,SHANKARA BUILDING,Retail Trade,Home Improvement Chains,NSE
SHANTI,SHANTI OVERSEAS (IND) LTD,Process Industries,Agricultural Commodities/Milling,NSE
SHANTIGEAR,SHANTHI GEARS,Producer Manufacturing,Auto Parts: OEM,NSE
SHARDACROP,SHARDA CROPCHEM,Distribution Services,Wholesale Distributors,NSE
SHARDAMOTR,SHARDA MOTOR INDUS,Producer Manufacturing,Auto Parts: OEM,NSE
SHAREINDIA,SHARE IND. SECURITIES LTD,Finance,Investment Banks/Brokers,NSE
SHEMAROO,SHEMAROO ENTERTAIN,Consumer Services,Movies/Entertainment,NSE
SHERA,SHERA ENERGY LTD,Producer Manufacturing,Electrical Products,NSE
SHIGAN,SHIGAN QUANTUM TEC,Electronic Technology,Electronic Equipment/Instruments,NSE
SHILPAMED,SHILPA MEDICARE,Health Technology,Pharmaceuticals: Major,NSE
SHIVALIK,SHIVALIK RASAYAN LTD,Process Industries,Chemicals: Agricultural,NSE
SHIVAMAUTO,SHIVAM AUTOTECH LTD,Producer Manufacturing,Auto Parts: OEM,NSE
SHIVAMILLS,SHIVA MILLS LTD,Process Industries,Textiles,NSE
SHIVATEX,SHIVA TEXYARN LTD,Process Industries,Textiles,NSE
SHIVAUM,SHIV AUM STEELS LTD,Producer Manufacturing,Metal Fabrication,NSE
SHK,S H KELKAR AND COM,Process Industries,Chemicals: Specialty,NSE
SHOPERSTOP,SHOPPERS STOP,Retail Trade,Department Stores,NSE
SHRADHA,SHRADHA INFRAPROJECTS LTD,Industrial Services,Engineering & Construction,NSE
SHREDIGCEM,SHREE DIGVIJAY CEMENT,Non-Energy Minerals,Construction Materials,NSE
SHREECEM,SHREE CEMENT LTD,Non-Energy Minerals,Construction Materials,NSE
SHREEPUSHK,SHREE PUSHKAR CHEM,Process Industries,Chemicals: Specialty,NSE
SHREERAMA,SHREE RAMA MULTI,Process Industries,Containers/Packaging,NSE
SHRENIK,SHRENIK LTD,Distribution Services,Wholesale Distributors,NSE
SHREYANIND,SHREYANS INDUSTRIE,Process Industries,Pulp & Paper,NSE
SHREYAS,SHREYAS SHIP & LO,Transportation,Marine Shipping,NSE
SHRIPISTON,SHRIRAM PISTONS &,Producer Manufacturing,Auto Parts: OEM,NSE
SHRIRAMFIN,SHRIRAM FINANCE LTD,Finance,Finance/Rental/Leasing,NSE
SHRIRAMPPS,SHRIRAM PROPERTIES LTD,Finance,Real Estate Development,NSE
SHUBHLAXMI,SHUBHLAXMI JEWEL A,Consumer Durables,Other Consumer Specialties,NSE
SHYAMCENT,SHYAM CENTURY FERR,Non-Energy Minerals,Steel,NSE
SHYAMMETL,SHYAM METALICS AND ENGY L,Producer Manufacturing,Metal Fabrication,NSE
SHYAMTEL,SHYAM TELECOM,Electronic Technology,Telecommunications Equipment,NSE
SIEMENS,SIEMENS INDIA LTD,Producer Manufacturing,Electrical Products,NSE
SIGACHI,SIGACHI INDUSTRIES LTD,Health Technology,Pharmaceuticals: Major,NSE
SIGIND,SIGNET INDUSTRIES,Process Industries,Chemicals: Specialty,NSE
SIGMA,SIGMA SOLVE LTD,Technology Services,Packaged Software,NSE
SIKKO,SIKKO INDUSTRIES LTD,Process Industries,Chemicals: Agricultural,NSE
SIL,STANDARD INDS,Process Industries,Chemicals: Specialty,NSE
SILGO,SILGO RETAIL LTD,Consumer Durables,Other Consumer Specialties,NSE
SILINV,SIL INVESTMENTS,Finance,Financial Conglomerates,NSE
SILLYMONKS,SILLY MONKS ENTERTAIN LTD,Consumer Services,Movies/Entertainment,NSE
SILVERTUC,SILVER TOUCH TECHNO LTD,Technology Services,Packaged Software,NSE
SIMBHALS,SIMBHAOLI SUGARS L,Process Industries,Agricultural Commodities/Milling,NSE
SIMPLEXINF,SIMPLEX INFRASTRUC,Industrial Services,Engineering & Construction,NSE
SINTERCOM,SINTERCOM INDIA LTD,Producer Manufacturing,Auto Parts: OEM,NSE
SIRCA,SIRCA PAINT INDIA LTD,Process Industries,Industrial Specialties,NSE
SIS,SIS LTD,Commercial Services,Miscellaneous Commercial Services,NSE
SITINET,SITI NETWORKS LTD,Consumer Services,Cable/Satellite TV,NSE
SIYSIL,SIYARAM SILK,Process Industries,Textiles,NSE
SJS,SJS ENTERPRISES LTD,Producer Manufacturing,Auto Parts: OEM,NSE
SJVN,SJVN LTD,Utilities,Electric Utilities,NSE
SKFINDIA,SKF INDIA,Producer Manufacturing,Metal Fabrication,NSE
SKIPPER,SKIPPER LTD,Producer Manufacturing,Metal Fabrication,NSE
SKMEGGPROD,SKM EGG PRODUCTS,Process Industries,Agricultural Commodities/Milling,NSE
SKP,SKP BEARING INDUST,Producer Manufacturing,Metal Fabrication,NSE
SKYGOLD,SKY GOLD LTD,Consumer Durables,Other Consumer Specialties,NSE
SMARTLINK,SMARTLINK HOLDINGS,Electronic Technology,Telecommunications Equipment,NSE
SMCGLOBAL,SMC GLOBAL SECURITIES LTD,Finance,Investment Banks/Brokers,NSE
SMLISUZU,SML ISUZU LTD,Consumer Durables,Motor Vehicles,NSE
SMLT,SARTHAK METALS LTD,Non-Energy Minerals,Steel,NSE
SMSLIFE,SMS LIFESCIENCES,Health Technology,Biotechnology,NSE
SMSPHARMA,SMS PHARMACEUTICAL,Health Technology,Pharmaceuticals: Major,NSE
SNOWMAN,SNOWMAN LOGISTICS,Commercial Services,Miscellaneous Commercial Services,NSE
SOBHA,SOBHA LTD,Finance,Real Estate Development,NSE
SOFTTECH,SOFTTECH ENGINEERS LTD,Technology Services,Packaged Software,NSE
SOLARA,SOLARA ACTIVE PHAR,Health Technology,Pharmaceuticals: Major,NSE
SOLARINDS,SOLAR INDUSTRIES I,Process Industries,Industrial Specialties,NSE
SOLEX,SOLEX ENERGY LTD,Producer Manufacturing,Building Products,NSE
SOMANYCERA,SOMANY CERAMICS LD,Producer Manufacturing,Building Products,NSE
SOMATEX,SOMA TEXTILE & IND,Process Industries,Textiles,NSE
SOMICONVEY,SOMI CONVEYOR BELT,Producer Manufacturing,Miscellaneous Manufacturing,NSE
SONACOMS,SONA BLW PRECISION FRGS L,Producer Manufacturing,Auto Parts: OEM,NSE
SONAMCLOCK,SONAM CLOCK LTD,Consumer Durables,Other Consumer Specialties,NSE
SONATSOFTW,SONATA SOFTWARE,Technology Services,Information Technology Services,NSE
SONUINFRA,SONU INFRATECH LTD,Industrial Services,Engineering & Construction,NSE
SOTL,SAVITA OIL TECHNOL,Process Industries,Chemicals: Specialty,NSE
SOUTHBANK,SOUTH INDIA BANK,Finance,Major Banks,NSE
SOUTHWEST,SOUTH WEST PINNACL,Energy Minerals,Coal,NSE
SPAL,S.P.APPARELS LTD,Consumer Non-Durables,Apparel/Footwear,NSE
SPANDANA,SPANDANA SPHOORTY FIN LTD,Finance,Finance/Rental/Leasing,NSE
SPARC,SUN PHARMA ADV,Health Technology,Pharmaceuticals: Major,NSE
SPCENET,SPACENET ENTERPRIS,Commercial Services,Advertising/Marketing Services,NSE
SPECIALITY,SPECIALITY RESTAUR,Consumer Services,Restaurants,NSE
SPENCERS,SPENCERS RETAIL,Retail Trade,Food Retail,NSE
SPENTEX,SPENTEX INDUSTRIES,Process Industries,Textiles,NSE
SPIC,SOUTHERN PETROCHEM,Process Industries,Chemicals: Agricultural,NSE
SPICEJET,SPICEJET LTD,Transportation,Airlines,NSE
SPLIL,SPL INDUSTRIES LTD,Consumer Non-Durables,Apparel/Footwear,NSE
SPLPETRO,SUPREME PETROCHEM LTD,Process Industries,Industrial Specialties,NSE
SPMLINFRA,SPML INFRA LTD,Industrial Services,Engineering & Construction,NSE
SPORTKING,SPORTKING INDIA LTD,Process Industries,Textiles,NSE
SPTL,SINTEX PLASTICS TE,Producer Manufacturing,Miscellaneous Manufacturing,NSE
SPYL,SHEKHAWATI POLY,Process Industries,Textiles,NSE
SREEL,SREELEATHERS LTD,Retail Trade,Apparel/Footwear Retail,NSE
SRF,SRF LTD,Process Industries,Industrial Specialties,NSE
SRHHYPOLTD,SREE RAYALASEEMA H,Process Industries,Chemicals: Specialty,NSE
SRPL,SHREE RAM PROTEINS LTD.,Process Industries,Agricultural Commodities/Milling,NSE
SSINFRA.ST,S.S. INFRASTRUCTUR,Industrial Services,Engineering & Construction,NSE
SSWL,STEEL STRIPS WHEEL,Producer Manufacturing,Auto Parts: OEM,NSE
STAR,STRIDES PHARMA SCI,Health Technology,Pharmaceuticals: Major,NSE
STARCEMENT,STAR CEMENT LTD,Producer Manufacturing,Metal Fabrication,NSE
STARHEALTH,STAR HEALTH & AL INS CO L,Finance,Life/Health Insurance,NSE
STARPAPER,STAR PAPER MILLS,Process Industries,Pulp & Paper,NSE
STARTECK,STARTECK FINANCE LTD,Finance,Finance/Rental/Leasing,NSE
STCINDIA,STATE TRD CORP IND,Distribution Services,Food Distributors,NSE
STEELCAS,STEELCAST LTD,Non-Energy Minerals,Steel,NSE
STEELCITY,STEEL CITY SECURIT,Finance,Investment Banks/Brokers,NSE
STEELXIND,STEEL EXCHANGE IND,Non-Energy Minerals,Steel,NSE
STEL,STEL HOLDINGS LTD,Finance,Financial Conglomerates,NSE
STERTOOLS,STERLING TOOLS,Producer Manufacturing,Metal Fabrication,NSE
STLTECH,STERLITE TECHNOLOGIES LTD,Technology Services,Information Technology Services,NSE
STOVEKRAFT,STOVE KRAFT LTD,Consumer Durables,Electronics/Appliances,NSE
STYLAMIND,STYLAM INDUSTRIES LTD,Non-Energy Minerals,Forest Products,NSE
STYRENIX,STYRENIX PERFORMANCE LTD,Process Industries,Chemicals: Specialty,NSE
SUBEXLTD,SUBEX LTD,Technology Services,Packaged Software,NSE
SUBROS,SUBROS LTD,Producer Manufacturing,Industrial Machinery,NSE
SUDARSCHEM,SUDARSHAN CHEMICAL,Process Industries,Chemicals: Specialty,NSE
SUKHJITS,SUKHJIT STARCH & CHEM LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
SULA,SULA VINEYARDS LTD,Process Industries,Agricultural Commodities/Milling,NSE
SUMEETINDS,SUMEET INDUSTRIES,Process Industries,Textiles,NSE
SUMICHEM,SUMITOMO CHEMICAL IND LTD,Process Industries,Chemicals: Agricultural,NSE
SUMIT,SUMIT WOODS LTD,Finance,Real Estate Development,NSE
SUMMITSEC,SUMMIT SECURITIES,Miscellaneous,Investment Trusts/Mutual Funds,NSE
SUNCLAYLTD,SUNDARAM CLAYTON,Producer Manufacturing,Auto Parts: OEM,NSE
SUNDARAM,SUNDARAM MULTI,Producer Manufacturing,Office Equipment/Supplies,NSE
SUNDARMFIN,SUNDARAM FINANCE L,Finance,Finance/Rental/Leasing,NSE
SUNDARMHLD,SUNDARAM FINANCE H,Finance,Financial Conglomerates,NSE
SUNDRMBRAK,SUNDARAM BRAKE LIN,Producer Manufacturing,Auto Parts: OEM,NSE
SUNDRMFAST,SUNDRAM FASTNERS,Producer Manufacturing,Auto Parts: OEM,NSE
SUNFLAG,SUNFLAG IRON & STE,Non-Energy Minerals,Steel,NSE
SUNPHARMA,SUN PHARMACEUTICAL,Health Technology,Pharmaceuticals: Major,NSE
SUNTECK,SUNTECK REALTY LTD,Finance,Real Estate Development,NSE
SUNTV,SUN TV NETWORK LTD,Consumer Services,Broadcasting,NSE
SUPERHOUSE,SUPERHOUSE LTD,Consumer Non-Durables,Apparel/Footwear,NSE
SUPERSPIN,SUPER SPINNING,Process Industries,Textiles,NSE
SUPRAJIT,SUPRAJIT ENG LTD,Producer Manufacturing,Auto Parts: OEM,NSE
SUPREMEENG,SUPREME ENGINEERING LTD,Non-Energy Minerals,Steel,NSE
SUPREMEIND,SUPREME INDUSTRIES,Producer Manufacturing,Miscellaneous Manufacturing,NSE
SUPREMEINF,SUPREME INFRASTRUC,Industrial Services,Engineering & Construction,NSE
SUPRIYA,SUPRIYA LIFESCIENCE LTD,Health Technology,Pharmaceuticals: Major,NSE
SURANASOL,SURANA SOLAR LTD,Electronic Technology,Semiconductors,NSE
SURANAT_P,SURANA TEL & POWER,Distribution Services,Wholesale Distributors,NSE
SURANI,SURANI STEEL TUBES,Non-Energy Minerals,Steel,NSE
SURYALAXMI,SURYALAKSHMI COTTO,Process Industries,Textiles,NSE
SURYAROSNI,SURYA ROSHNI,Non-Energy Minerals,Steel,NSE
SURYODAY,SURYODAY SMALL FIN BK LTD,Finance,Regional Banks,NSE
SUTLEJTEX,SUTLEJ TEXTILES,Process Industries,Textiles,NSE
SUULD,SUUMAYA LIFESTYLE LTD,Consumer Non-Durables,Apparel/Footwear,NSE
SUVEN,SUVEN LIFE SCIENCE,Health Technology,Pharmaceuticals: Major,NSE
SUVENPHAR,SUVEN PHARMACEUTICALS LTD,Producer Manufacturing,Industrial Conglomerates,NSE
SUVIDHAA,SUVIDHAA INFOSERVE LTD,Commercial Services,Miscellaneous Commercial Services,NSE
SUZLON,SUZLON ENERGY LTD,Producer Manufacturing,Electrical Products,NSE
SVPGLOB,SVP GLOBAL VENTURES LTD,Distribution Services,Wholesale Distributors,NSE
SWANENERGY,SWAN ENERGY LTD,Utilities,Electric Utilities,NSE
SWARAJ,SWARAJ SUITING LTD,Process Industries,Textiles,NSE
SWARAJENG,SWARAJ ENGINES,Producer Manufacturing,Auto Parts: OEM,NSE
SWASTIK,SWASTIK PIPE LTD,Producer Manufacturing,Industrial Machinery,NSE
SWELECTES,SWELECT ENERGY SYS,Producer Manufacturing,Electrical Products,NSE
SWSOLAR,STERLING & WILSON SO LTD,Industrial Services,Engineering & Construction,NSE
SYMPHONY,SYMPHONY LTD,Producer Manufacturing,Industrial Machinery,NSE
SYNCOMF,SYNCOM FORMU (I) LTD,Health Technology,Pharmaceuticals: Major,NSE
SYNGENE,SYNGENE INTERNATIO,Commercial Services,Miscellaneous Commercial Services,NSE
SYRMA,SYRMA SGS TECHNOLOGY LTD,Electronic Technology,Electronic Production Equipment,NSE
SYSTANGO.ST,SYSTANGO TECHNOLOGIES LTD,Technology Services,Packaged Software,NSE
TAINWALCHM,TAINWALA CHEMICALS,Process Industries,Containers/Packaging,NSE
